model,accuracy,roc_auc,log_loss,brier,calibration_gap_pp,mean_pred,mean_actual
polymarket,0.8532241328941138,0.9321031219381306,0.3368661197000002,0.10592862000128053,22.864815862924935,0.5095732667157896,0.5118955275502769
v1_logreg_rebuilt,0.847921934446157,0.9269670953155265,0.34767319265821006,0.1088685130639198,20.409733606410015,0.4954992261890076,0.5118955275502769
v3_all_suggestions,0.8474048105949946,0.9270534101959305,0.3470092413689798,0.10900232250231215,20.52954757217749,0.4926693250770889,0.5118955275502769
