model,accuracy,roc_auc,log_loss,brier,calibration_gap_pp,mean_pred,mean_actual
polymarket,0.8534202830347238,0.9320101824634063,0.33724627033779175,0.10597232294482496,22.878510035130308,0.5106841966505729,0.5167030824565532
v1_logreg_rebuilt,0.8479276614339978,0.9211388622499552,0.3658648526387281,0.11134137971480458,21.081194992927482,0.5040560981811216,0.5167030824565532
v4_residual_stacking,0.852546304077448,0.9313116197617224,0.33394711546427475,0.104920100895713,21.556367528723683,0.5151378245142482,0.5167030824565532
