iteration,dropped_feature,subset_features,subset_size,quick_log_loss_mean,quick_brier_mean,quick_roc_auc_mean,quick_calibration_gap_pp_mean,full_log_loss_mean,full_brier_mean,full_roc_auc_mean,full_calibration_gap_pp_mean,full_score,accepted
1,return_from_candle_open,close+volume+number_of_trades+log_return_1s+inst_vol_60s+inst_vol_60s_bps+trend_mean_60s+trend_zscore+buy_volume_ratio+vwap+seconds_to_5m_close+fraction_of_candle_elapsed+micro_price_acceleration+time_in_profit_pct+time_below_open_pct+dynamic_wick_to_body_ratio+intra_candle_vwap_deviation,17,0.40490168821160516,0.13007855989030118,0.8966826021079808,24.938464556955324,0.4502067730692308,0.14321125646429372,0.8788998739643888,26.219285259227593,"(0.4502067730692308, 0.14321125646429372, -0.8788998739643888, 26.219285259227593)",True
