model,accuracy,roc_auc,log_loss,brier,calibration_gap_pp,mean_pred,mean_actual
polymarket,0.821258754146701,0.9068495439587889,0.3840740652848407,0.12421442264923895,25.421442479250494,0.5045180046365199,0.5058514559528198
v2_hybrid,0.8154533726502027,0.9036530846874229,0.38962792484786446,0.1261851076936264,24.749232677382615,0.5083305843426336,0.5058514559528198
