subset_rank_key,subset_size,subset_features,model,accuracy_mean,roc_auc_mean,log_loss_mean,brier_mean,calibration_gap_pp_mean,n_splits
tte_range_asymmetry,1,tte_range_asymmetry,7day_logistic_baseline,0.7904239766081871,0.8545872962102176,0.4664821904981785,0.152085879896657,31.460799524050113,1
tte_range_asymmetry,1,tte_range_asymmetry,7day_logistic_enhanced,0.7904239766081871,0.8547037168855003,0.47081560386027044,0.1531342556486195,31.021004622756205,1
tte_range_asymmetry,1,tte_range_asymmetry,polymarket,0.8140350877192982,0.9044599409963723,0.3867321282203763,0.12612084260757303,26.52058958687828,1
vwap,1,vwap,7day_logistic_baseline,0.4989598811292719,0.521522477182198,0.6913555662797685,0.2491079464916136,49.83354800223605,1
vwap,1,vwap,7day_logistic_enhanced,0.47570579494799403,0.4997154749227362,1.163402685019684,0.26940700274218254,49.91353515455947,1
vwap,1,vwap,polymarket,0.8149331352154532,0.9055702218651295,0.38480867250724216,0.12539476623978618,26.401542722955607,1
intra_candle_vwap_deviation+tick_entropy_10s,2,intra_candle_vwap_deviation+tick_entropy_10s,7day_logistic_baseline,0.7614035087719299,0.8375574599281322,0.501577378604643,0.16328279789291988,30.86451637169499,1
intra_candle_vwap_deviation+tick_entropy_10s,2,intra_candle_vwap_deviation+tick_entropy_10s,7day_logistic_enhanced,0.7636695906432749,0.8417854171848066,0.48861354346136415,0.16119538553370716,31.742729993315557,1
intra_candle_vwap_deviation+tick_entropy_10s,2,intra_candle_vwap_deviation+tick_entropy_10s,polymarket,0.8140350877192982,0.9044599409963723,0.3867321282203763,0.12612084260757303,26.52058958687828,1
intra_candle_vwap_deviation+micro_price_acceleration,2,intra_candle_vwap_deviation+micro_price_acceleration,7day_logistic_baseline,0.7609649122807017,0.8375835527387803,0.5014809696324145,0.16326273614264503,30.861800493559794,1
intra_candle_vwap_deviation+micro_price_acceleration,2,intra_candle_vwap_deviation+micro_price_acceleration,7day_logistic_enhanced,0.7638888888888888,0.8418173417493547,0.4885848314546491,0.16118657433128342,31.740255975134435,1
intra_candle_vwap_deviation+micro_price_acceleration,2,intra_candle_vwap_deviation+micro_price_acceleration,polymarket,0.8140350877192982,0.9044599409963723,0.3867321282203763,0.12612084260757303,26.52058958687828,1
intra_candle_vwap_deviation+micro_acceleration_decay_15s,2,intra_candle_vwap_deviation+micro_acceleration_decay_15s,7day_logistic_baseline,0.7609649122807017,0.8375840887455726,0.5014802254919456,0.16326252549910403,30.86171471087426,1
intra_candle_vwap_deviation+micro_acceleration_decay_15s,2,intra_candle_vwap_deviation+micro_acceleration_decay_15s,7day_logistic_enhanced,0.7638157894736842,0.84181766335343,0.4885852244174801,0.16118552284687185,31.739832358300035,1
intra_candle_vwap_deviation+micro_acceleration_decay_15s,2,intra_candle_vwap_deviation+micro_acceleration_decay_15s,polymarket,0.8140350877192982,0.9044599409963723,0.3867321282203763,0.12612084260757303,26.52058958687828,1
intra_candle_vwap_deviation+tte_range_asymmetry,2,intra_candle_vwap_deviation+tte_range_asymmetry,7day_logistic_baseline,0.803654970760234,0.8787467946793823,0.4289584421228445,0.13830959057323627,27.72233026484435,1
intra_candle_vwap_deviation+tte_range_asymmetry,2,intra_candle_vwap_deviation+tte_range_asymmetry,7day_logistic_enhanced,0.8045321637426901,0.881836959597952,0.42866091533066386,0.1375308250358664,27.895959722504806,1
intra_candle_vwap_deviation+tte_range_asymmetry,2,intra_candle_vwap_deviation+tte_range_asymmetry,polymarket,0.8140350877192982,0.9044599409963723,0.3867321282203763,0.12612084260757303,26.52058958687828,1
intra_candle_vwap_deviation+vwap,2,intra_candle_vwap_deviation+vwap,7day_logistic_baseline,0.7622585438335809,0.8395737550641278,0.4984641747378944,0.16193693234618325,30.60168944371834,1
intra_candle_vwap_deviation+vwap,2,intra_candle_vwap_deviation+vwap,7day_logistic_enhanced,0.7664190193164934,0.8440578065152422,0.48529921161225925,0.15986848675071502,31.508331311098775,1
intra_candle_vwap_deviation+vwap,2,intra_candle_vwap_deviation+vwap,polymarket,0.8149331352154532,0.9055702218651295,0.38480867250724216,0.12539476623978618,26.401542722955607,1
tick_entropy_10s+micro_price_acceleration,2,tick_entropy_10s+micro_price_acceleration,7day_logistic_baseline,0.4722222222222222,0.5326433603766627,0.6938644366969461,0.250358611468597,50.03208320854626,1
tick_entropy_10s+micro_price_acceleration,2,tick_entropy_10s+micro_price_acceleration,7day_logistic_enhanced,0.4722222222222222,0.5122333366208416,0.6957199872043429,0.2512857875148532,50.097392222408196,1
tick_entropy_10s+micro_price_acceleration,2,tick_entropy_10s+micro_price_acceleration,polymarket,0.8140350877192982,0.9044599409963723,0.3867321282203763,0.12612084260757303,26.52058958687828,1
tick_entropy_10s+micro_acceleration_decay_15s,2,tick_entropy_10s+micro_acceleration_decay_15s,7day_logistic_baseline,0.4722222222222222,0.5207315313499653,0.6938651044779411,0.2503589459452212,50.03208348010971,1
tick_entropy_10s+micro_acceleration_decay_15s,2,tick_entropy_10s+micro_acceleration_decay_15s,7day_logistic_enhanced,0.4722222222222222,0.512192074817972,0.6957170392000045,0.2512843159670876,50.09730622107158,1
tick_entropy_10s+micro_acceleration_decay_15s,2,tick_entropy_10s+micro_acceleration_decay_15s,polymarket,0.8140350877192982,0.9044599409963723,0.3867321282203763,0.12612084260757303,26.52058958687828,1
tick_entropy_10s+tte_range_asymmetry,2,tick_entropy_10s+tte_range_asymmetry,7day_logistic_baseline,0.7904239766081871,0.854711864188743,0.4666885772377721,0.15215249688660687,31.472836792323633,1
tick_entropy_10s+tte_range_asymmetry,2,tick_entropy_10s+tte_range_asymmetry,7day_logistic_enhanced,0.7904239766081871,0.8547337011054604,0.4707778208287826,0.15311976693582444,31.019459955956325,1
tick_entropy_10s+tte_range_asymmetry,2,tick_entropy_10s+tte_range_asymmetry,polymarket,0.8140350877192982,0.9044599409963723,0.3867321282203763,0.12612084260757303,26.52058958687828,1
tick_entropy_10s+vwap,2,tick_entropy_10s+vwap,7day_logistic_baseline,0.48187221396731056,0.5013865131415802,0.6929254667210304,0.24989015259499395,49.930996184954054,1
tick_entropy_10s+vwap,2,tick_entropy_10s+vwap,7day_logistic_enhanced,0.47340267459138186,0.5072653031781256,0.6955171829850169,0.2511844289158852,50.088897403049806,1
tick_entropy_10s+vwap,2,tick_entropy_10s+vwap,polymarket,0.8149331352154532,0.9055702218651295,0.38480867250724216,0.12539476623978618,26.401542722955607,1
micro_price_acceleration+micro_acceleration_decay_15s,2,micro_price_acceleration+micro_acceleration_decay_15s,7day_logistic_baseline,0.4722222222222222,0.5023759680282669,0.6939003017067292,0.25037654094867234,50.03392345550731,1
