time_to_close_bucket,samples,actual_up_rate,avg_pred_up_prob,accuracy,brier,roc_auc
0-5s,1440,0.4826388888888889,0.4737583700290502,0.9354166666666667,0.07482969881708909,0.9856733136980348
5-15s,2880,0.4826388888888889,0.47333161532985396,0.8861111111111111,0.0903488749262437,0.9614562309883636
15-30s,4320,0.4826388888888889,0.47887476687560027,0.8594907407407407,0.10242495543968969,0.9428866034689027
30-60s,8640,0.4826388888888889,0.4766276960946156,0.8394675925925926,0.11584711477478161,0.9206859478859866
60-120s,17280,0.4826388888888889,0.47608437972086504,0.7967013888888889,0.14644076073950035,0.871133106937269
120-180s,17280,0.4826388888888889,0.47828860950724783,0.7501157407407407,0.17757959894728936,0.8118177940868783
180-240s,17280,0.4826388888888889,0.46711630586923236,0.6915509259259259,0.203160148598055,0.7537618093444708
240-300s,17280,0.4826388888888889,0.477813995265786,0.6234375,0.2269835675957087,0.6733468929554343
